ad_id,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,device,keyword
A2810,87,5221,217.08,13,9,0.103,1723.00,2024-11-09,Desktop,Data Analytics Online
A2811,180,3099,241.32,23,5,0.028,1177.00,2024-11-28,Mobile,Analytics For Data
A2812,99,4229,183.70,24,8,0.081,1792.00,2024-11-19,Mobile,Learn Data Analytics
A2813,148,4038,248.37,28,3,0.020,1549.00,2024-08-11,Mobile,Data Analytics Online
A2814,146,3960,213.70,29,6,0.041,1178.00,2024-11-23,Mobile,Data Analytics Course
A2816,88,3433,241.80,29,6,0.068,1654.00,2024-11-20,Mobile,Learn Data Analytics
A2817,154,3009,185.32,16,9,0.058,1433.00,2024-11-14,Mobile,Data Analytics Online
A2819,125,5217,183.16,16,10,0.080,1245.00,2024-11-03,Tablet,Learn Data Analytics
A2820,155,4870,191.54,23,8,0.052,1451.00,2024-11-14,Tablet,Data Analytics Course
A2821,111,5133,240.23,22,8,0.072,1555.00,2024-11-22,Desktop,Data Analytics Online
A2822,141,3181,234.44,16,9,0.064,1628.00,2024-11-21,Desktop,Data Analytics Training
A2823,153,4153,234.25,18,5,0.033,1368.00,2024-11-24,Tablet,Data Analytics Course
A2825,147,4250,223.33,17,3,0.020,1069.00,2024-11-27,Desktop,Data Analytics Online
A2827,181,5783,231.16,24,4,0.022,1963.00,2024-11-29,Tablet,Data Analytics Course
A2828,175,3792,227.98,17,8,0.046,1627.00,2024-11-04,Tablet,Learn Data Analytics
A2829,94,5919,220.26,18,8,0.085,1486.00,2024-11-18,Desktop,Data Analytics Training
A2830,119,4593,248.14,23,8,0.067,1595.00,2024-11-08,Mobile,Learn Data Analytics
A2831,146,4308,181.70,27,9,0.062,1391.00,2024-11-06,Tablet,Analytics For Data
A2832,122,4676,202.56,25,8,0.066,1368.00,2024-11-07,Tablet,Data Analytics Course
A2835,154,5533,207.61,14,8,0.052,1165.00,2024-11-06,Desktop,Analytics For Data
A2836,132,4320,229.38,15,5,0.038,1557.00,2024-11-14,Desktop,Analytics For Data
A2837,170,3526,224.34,29,4,0.024,1969.00,2024-11-01,Desktop,Analytics For Data
A2838,85,5962,201.12,20,10,0.118,1728.00,2024-11-25,Mobile,Data Analytics Course
A2839,85,3208,220.53,25,5,0.059,1426.00,2024-02-11,Desktop,Analytics For Data
A2840,127,4477,199.34,20,3,0.024,1239.00,2024-11-01,Desktop,Data Analytics Course
A2841,148,3207,207.16,22,9,0.061,1416.00,2024-11-28,Desktop,Data Analytics Online
A2842,181,4269,227.56,24,4,0.022,1251.00,2024-11-16,Mobile,Data Analytics Course
A2844,136,5249,199.26,25,9,0.066,1142.00,2024-09-11,Desktop,Analytics For Data
A2845,148,4881,213.23,14,4,0.027,1474.00,2024-11-18,Tablet,Data Analytics Training
A2846,170,5385,198.13,21,7,0.041,1174.00,2024-11-30,Desktop,Data Analytics Online
A2848,128,4149,238.94,10,10,0.078,1306.00,2024-11-13,Mobile,Data Analytics Course
A2849,168,4517,228.00,27,6,0.036,1679.00,2024-11-20,Mobile,Data Analytics Online
A2850,95,4075,225.18,26,7,0.074,1763.00,2024-11-19,Tablet,Data Analytics Online
A2852,157,4477,191.69,20,10,0.064,1598.00,2024-11-04,Mobile,Data Analytics Online
A2853,147,5580,230.15,15,3,0.020,1299.00,2024-06-11,Desktop,Learn Data Analytics
A2854,161,3253,181.02,15,10,0.062,1340.00,2024-11-07,Desktop,Data Analytics Training
A2855,187,3869,185.15,26,6,0.032,1881.00,2024-11-04,Mobile,Data Analytics Training
A2856,177,5043,213.52,18,4,0.023,1117.00,2024-11-28,Tablet,Data Analytics Course
A2857,165,4537,191.77,15,4,0.024,1783.00,2024-11-04,Tablet,Analytics For Data
A2859,126,3702,222.41,27,5,0.040,1489.00,2024-11-30,Desktop,Analytics For Data
A2860,110,4840,184.63,17,8,0.073,1013.00,2024-11-22,Mobile,Data Analytics Online
A2861,97,4425,206.41,10,5,0.052,1219.00,2024-11-16,Desktop,Data Analytics Course
A2862,104,4213,202.54,21,8,0.077,1065.00,2024-11-26,Tablet,Data Analytics Course
A2863,176,5010,205.47,18,10,0.057,1709.00,2024-11-24,Tablet,Data Analytics Course
A2864,91,4045,225.82,12,7,0.077,1828.00,2024-11-13,Tablet,Data Analytics Online
A2865,167,5145,183.22,19,9,0.054,1021.00,2024-11-22,Desktop,Data Analytics Online
A2866,132,3725,196.98,16,6,0.045,1094.00,2024-11-01,Desktop,Analytics For Data
A2867,93,4962,181.34,22,4,0.043,1100.00,2024-11-30,Desktop,Analytics For Data
A2868,149,3055,228.17,18,7,0.047,1382.00,2024-11-17,Desktop,Learn Data Analytics
A2869,184,4425,221.83,30,6,0.033,1956.00,2024-11-13,Tablet,Data Analytics Online
A2871,115,4832,237.18,24,5,0.043,1737.00,2024-11-23,Tablet,Data Analytics Online
A2872,81,3224,239.58,18,10,0.123,1229.00,2024-11-27,Tablet,Data Analytics Online
A2873,119,5809,224.50,11,7,0.059,1736.00,2024-11-19,Mobile,Analytics For Data
A2874,169,4027,193.86,22,4,0.024,1387.00,2024-11-12,Desktop,Data Analytics Online
A2875,103,5900,231.39,24,10,0.097,1963.00,2024-11-02,Mobile,Data Analytics Training
A2876,90,3518,216.80,21,4,0.044,1781.00,2024-11-23,Mobile,Learn Data Analytics
A2877,184,4238,228.49,26,10,0.054,1003.00,2024-11-09,Tablet,Learn Data Analytics
A2878,143,5160,248.04,21,10,0.070,1780.00,2024-11-25,Mobile,Data Analytics Online
A2879,123,4753,203.59,29,10,0.081,1959.00,2024-11-15,Mobile,Data Analytics Training
A2880,155,4969,190.87,25,5,0.032,1807.00,2024-11-28,Tablet,Data Analytics Training
A2881,140,4415,240.95,13,8,0.057,1579.00,2024-11-12,Mobile,Data Analytics Training
A2883,103,4409,246.87,18,8,0.078,1136.00,2024-11-24,Desktop,Data Analytics Online
A2884,127,5064,195.07,22,10,0.079,1521.00,2024-11-16,Mobile,Learn Data Analytics
A2885,151,3905,191.40,20,10,0.066,1342.00,2024-11-30,Desktop,Data Analytics Course
A2886,191,4710,214.24,15,6,0.031,1080.00,2024-05-11,Desktop,Data Analytics Course
A2887,177,3869,198.88,23,4,0.023,1909.00,2024-11-04,Desktop,Data Analytics Course
A2888,122,3760,233.47,22,7,0.057,1785.00,2024-11-16,Desktop,Analytics For Data
A2889,99,3979,188.54,16,4,0.040,1244.00,2024-11-20,Tablet,Data Analytics Training
A2891,114,4540,185.04,10,4,0.035,1561.00,2024-11-28,Mobile,Data Analytics Course
A2892,92,4466,244.46,18,6,0.065,1912.00,2024-11-07,Desktop,Learn Data Analytics
A2895,91,4010,229.84,11,6,0.066,1634.00,2024-02-11,Mobile,Analytics For Data
A2896,91,4641,182.84,12,9,0.099,1235.00,2024-11-25,Mobile,Data Analytics Online
A2897,99,5669,202.47,24,7,0.071,1862.00,2024-11-11,Desktop,Data Analytics Online
A2898,160,3000,201.69,28,9,0.056,1103.00,2024-11-16,Desktop,Data Analytics Online
A2901,137,5049,180.58,26,3,0.022,1808.00,2024-11-18,Desktop,Data Analytics Training
A2902,159,3662,203.93,20,4,0.025,1776.00,2024-11-10,Tablet,Data Analytics Course
A2903,155,5822,227.47,10,4,0.026,1373.00,2024-11-28,Mobile,Data Analytics Online
A2904,103,3762,187.11,12,9,0.087,1096.00,2024-11-24,Mobile,Learn Data Analytics
A2905,134,3647,209.89,21,7,0.052,1744.00,2024-11-03,Desktop,Learn Data Analytics
A2906,128,3448,235.69,27,8,0.063,1373.00,2024-11-17,Desktop,Data Analytics Course
A2907,156,3776,213.30,30,4,0.026,1013.00,2024-11-19,Tablet,Data Analytics Online
A2908,154,5763,240.35,20,10,0.065,1816.00,2024-11-25,Mobile,Data Analytics Online
A2909,176,3835,210.11,10,3,0.017,1025.00,2024-05-11,Tablet,Data Analytics Course
A2911,182,4444,188.86,19,9,0.049,1555.00,2024-11-25,Desktop,Data Analytics Course
A2912,84,3859,182.85,17,8,0.095,1145.00,2024-11-09,Mobile,Data Analytics Training
A2913,192,3752,240.61,23,8,0.042,1504.00,2024-11-13,Desktop,Data Analytics Course
A2914,133,5487,243.45,22,7,0.053,1059.00,2024-11-18,Desktop,Data Analytics Online
A2915,81,4864,238.27,15,7,0.086,1278.00,2024-01-11,Desktop,Analytics For Data
A2916,196,3834,216.22,10,3,0.015,1727.00,2024-11-03,Mobile,Data Analytics Online
A2917,103,5859,210.86,15,7,0.068,1079.00,2024-11-15,Mobile,Data Analytics Online
A2918,107,4428,187.08,28,8,0.075,1764.00,2024-11-26,Tablet,Data Analytics Course
A2919,199,5649,223.62,11,4,0.020,1075.00,2024-11-22,Desktop,Data Analytics Course
A2920,133,4116,248.26,14,3,0.023,1160.00,2024-11-20,Mobile,Data Analytics Course
A2921,192,5026,209.89,25,9,0.047,1981.00,2024-11-30,Tablet,Data Analytics Course
A2922,189,4969,245.10,11,9,0.048,1993.00,2024-05-11,Tablet,Data Analytics Online
A2924,142,4854,220.73,25,9,0.063,1891.00,2024-11-01,Desktop,Data Analytics Online
A2926,134,4790,182.49,19,5,0.037,1082.00,2024-11-25,Desktop,Analytics For Data
A2927,198,4953,201.70,22,8,0.040,1716.00,2024-11-29,Mobile,Data Analytics Training
A2928,142,4818,233.74,24,5,0.035,1575.00,2024-11-03,Desktop,Analytics For Data
A2930,81,3855,185.69,21,9,0.111,1310.00,2024-11-14,Desktop,Learn Data Analytics
A2931,160,3781,241.99,23,3,0.019,1772.00,2024-11-05,Tablet,Data Analytics Online
A2932,106,3309,217.20,25,4,0.038,1507.00,2024-11-03,Tablet,Data Analytics Course
A2933,148,4930,211.01,24,6,0.041,1378.00,2024-11-19,Mobile,Data Analytics Training
A2934,83,4830,184.98,12,10,0.120,1041.00,2024-11-01,Desktop,Learn Data Analytics
A2935,89,5422,199.91,12,6,0.067,1903.00,2024-11-09,Desktop,Data Analytics Training
A2936,123,4658,211.76,30,3,0.024,1201.00,2024-11-15,Desktop,Data Analytics Online
A2937,103,3249,232.85,13,4,0.039,1397.00,2024-11-04,Desktop,Data Analytics Course
A2938,130,4393,198.66,19,7,0.054,1236.00,2024-11-11,Desktop,Data Analytics Online
A2939,193,4953,243.75,14,3,0.016,1118.00,2024-11-04,Mobile,Analytics For Data
A2940,185,5208,227.26,16,4,0.022,1953.00,2024-11-08,Mobile,Data Analytics Training
A2941,163,4114,224.80,18,8,0.049,1493.00,2024-11-24,Desktop,Data Analytics Online
A2942,197,3508,181.04,20,4,0.020,1824.00,2024-11-16,Mobile,Data Analytics Training
A2943,89,5733,215.33,22,9,0.101,1323.00,2024-11-15,Tablet,Data Analytics Online
A2944,99,3948,198.65,22,4,0.040,1444.00,2024-11-19,Mobile,Data Analytics Training
A2945,110,4488,210.69,27,10,0.091,1872.00,2024-11-12,Mobile,Data Analytics Training
A2947,120,5363,221.17,17,4,0.033,1345.00,2024-11-08,Tablet,Analytics For Data
A2949,108,5611,224.38,29,8,0.074,1886.00,2024-11-11,Mobile,Analytics For Data
A2950,143,4788,213.20,24,7,0.049,1359.00,2024-01-11,Desktop,Analytics For Data
A2951,129,5899,216.85,15,9,0.070,1574.00,2024-11-30,Desktop,Data Analytics Course
A2952,165,4121,224.59,30,7,0.042,1569.00,2024-11-03,Mobile,Data Analytics Course
A2953,155,5030,234.41,13,5,0.032,1113.00,2024-08-11,Mobile,Data Analytics Online
A2954,156,3533,211.70,22,9,0.058,1399.00,2024-11-10,Mobile,Data Analytics Course
A2955,94,5751,205.37,10,9,0.096,1155.00,2024-11-19,Tablet,Data Analytics Course
A2956,170,5484,210.28,20,9,0.053,1319.00,2024-11-23,Tablet,Data Analytics Training
A2957,90,5457,233.50,17,9,0.100,1159.00,2024-11-19,Desktop,Data Analytics Course
A2959,80,5808,240.44,12,4,0.050,1542.00,2024-11-16,Desktop,Data Analytics Online
A2960,166,5567,199.13,29,5,0.030,1474.00,2024-11-08,Mobile,Learn Data Analytics
A2961,149,5936,246.58,14,6,0.040,1396.00,2024-11-01,Desktop,Learn Data Analytics
A2962,151,4966,223.67,15,3,0.020,1411.00,2024-11-09,Tablet,Analytics For Data
A2963,186,4790,233.42,10,3,0.016,1201.00,2024-11-25,Desktop,Data Analytics Training
A2964,143,4932,206.35,20,9,0.063,1132.00,2024-11-22,Desktop,Data Analytics Course
A2965,180,3991,200.43,10,10,0.056,1427.00,2024-11-21,Tablet,Data Analytics Online
A2966,141,3306,188.29,30,9,0.064,1561.00,2024-11-18,Tablet,Analytics For Data
A2968,152,4683,223.33,12,7,0.046,1697.00,2024-11-18,Tablet,Data Analytics Course
A2969,189,3635,229.08,17,9,0.048,1225.00,2024-11-13,Tablet,Data Analytics Online
A2970,121,4638,198.88,14,6,0.050,1964.00,2024-11-08,Desktop,Learn Data Analytics
A2971,140,5095,223.77,28,7,0.050,1233.00,2024-11-14,Tablet,Learn Data Analytics
A2972,183,5749,213.66,23,7,0.038,1187.00,2024-11-22,Mobile,Data Analytics Online
A2973,156,3964,184.42,22,6,0.038,1893.00,2024-11-30,Tablet,Data Analytics Online
A2974,136,5645,195.55,26,4,0.029,1773.00,2024-01-11,Tablet,Learn Data Analytics
A2975,107,5272,223.18,16,8,0.075,1110.00,2024-11-28,Desktop,Learn Data Analytics
A2976,86,4824,231.61,20,7,0.081,1390.00,2024-11-10,Tablet,Data Analytics Online
A2977,165,5455,191.75,30,5,0.030,1145.00,2024-11-02,Desktop,Data Analytics Training
A2978,145,3779,182.65,27,4,0.028,1364.00,2024-11-24,Tablet,Analytics For Data
A2979,99,5981,243.89,16,9,0.091,1876.00,2024-11-11,Desktop,Data Analytics Online
A2982,153,4524,224.15,20,4,0.026,1083.00,2024-11-05,Tablet,Learn Data Analytics
A2983,184,5903,182.50,15,10,0.054,1230.00,2024-11-25,Mobile,Learn Data Analytics
A2984,119,5050,180.57,12,8,0.067,1243.00,2024-11-04,Mobile,Analytics For Data
A2985,109,4816,182.90,27,8,0.073,1123.00,2024-11-21,Desktop,Data Analytics Training
A2986,168,4070,222.99,29,7,0.042,1733.00,2024-11-12,Mobile,Data Analytics Training
A2988,82,4922,234.82,27,10,0.122,1556.00,2024-11-17,Desktop,Data Analytics Training
A2989,112,4277,249.65,27,3,0.027,1953.00,2024-11-26,Tablet,Data Analytics Online
A2990,99,3418,195.91,19,10,0.101,1242.00,2024-04-11,Desktop,Data Analytics Training
A2992,154,4828,233.39,24,6,0.039,1661.00,2024-02-11,Tablet,Learn Data Analytics
A2993,155,4135,226.66,26,7,0.045,1442.00,2024-11-22,Tablet,Analytics For Data
A2994,188,5254,190.43,27,7,0.037,1821.00,2024-11-16,Desktop,Data Analytics Online
A2995,83,4439,232.13,28,7,0.084,1570.00,2024-11-19,Mobile,Data Analytics Training
A2996,127,3053,183.57,10,8,0.063,1669.00,2024-11-13,Tablet,Data Analytics Course
A2998,149,4678,241.41,11,6,0.040,1106.00,2024-04-11,Desktop,Analytics For Data
A2999,152,3036,210.78,12,6,0.039,1074.00,2024-11-10,Tablet,Data Analytics Online
A3000,123,5050,247.93,11,8,0.065,1755.00,2024-11-29,Tablet,Analytics For Data
A3001,137,5057,194.11,11,6,0.044,1206.00,2024-11-09,Desktop,Data Analytics Course
A3002,93,5346,197.78,15,8,0.086,1036.00,2024-11-15,Tablet,Data Analytics Online
A3004,122,3351,196.49,13,3,0.025,1362.00,2024-11-30,Desktop,Data Analytics Course
A3005,168,3128,184.27,30,7,0.042,1957.00,2024-01-11,Tablet,Data Analytics Course
A3007,124,5402,222.16,21,7,0.056,1091.00,2024-11-27,Desktop,Data Analytics Training
A3008,95,4653,193.63,17,4,0.042,1688.00,2024-11-27,Desktop,Data Analytics Course
A3009,185,4599,248.28,15,5,0.027,1673.00,2024-06-11,Desktop,Data Analytics Online
A3011,175,3521,210.11,14,9,0.051,1140.00,2024-11-28,Mobile,Analytics For Data
A3012,88,5823,246.67,12,9,0.102,1514.00,2024-01-11,Mobile,Data Analytics Course
A3013,90,5569,196.60,27,4,0.044,1516.00,2024-11-20,Desktop,Data Analytics Online
A3014,94,4255,221.06,13,5,0.053,1623.00,2024-11-20,Desktop,Learn Data Analytics
A3015,191,4910,232.70,14,10,0.052,1080.00,2024-11-03,Tablet,Analytics For Data
A3016,167,5675,222.56,15,4,0.024,1862.00,2024-11-17,Tablet,Analytics For Data
A3017,136,3777,186.50,11,4,0.029,1027.00,2024-11-05,Mobile,Learn Data Analytics
A3020,134,5620,231.40,28,7,0.052,1499.00,2024-11-29,Desktop,Data Analytics Training
A3021,170,4594,193.20,27,9,0.053,1319.00,2024-11-27,Mobile,Analytics For Data
A3022,151,4907,248.32,10,4,0.026,1948.00,2024-11-23,Desktop,Data Analytics Course
A3023,124,5437,180.54,29,7,0.056,1564.00,2024-09-11,Desktop,Analytics For Data
A3024,88,4794,242.28,11,3,0.034,1210.00,2024-11-07,Mobile,Data Analytics Training
A3025,118,5326,199.76,19,8,0.068,1195.00,2024-11-24,Tablet,Analytics For Data
A3027,112,4594,236.12,29,8,0.071,1569.00,2024-11-23,Mobile,Data Analytics Training
A3028,186,4352,223.95,29,3,0.016,1290.00,2024-06-11,Mobile,Data Analytics Training
A3029,139,4220,206.02,21,5,0.036,1671.00,2024-11-21,Desktop,Learn Data Analytics
A3030,164,4909,245.06,13,3,0.018,1601.00,2024-04-11,Mobile,Learn Data Analytics
A3031,89,3148,219.25,13,4,0.045,1533.00,2024-11-06,Desktop,Data Analytics Online
A3032,107,3105,195.46,20,10,0.093,1455.00,2024-11-19,Mobile,Data Analytics Online
A3033,179,5062,214.66,18,4,0.022,1815.00,2024-11-24,Mobile,Data Analytics Course
A3034,136,4096,228.79,19,10,0.074,1054.00,2024-11-26,Desktop,Data Analytics Training
A3035,140,4283,205.02,22,7,0.050,1674.00,2024-11-11,Mobile,Data Analytics Course
A3037,199,4818,230.19,11,7,0.035,1714.00,2024-11-08,Desktop,Data Analytics Online
A3038,95,5256,235.84,12,8,0.084,1324.00,2024-11-24,Mobile,Data Analytics Training
A3039,182,3980,191.75,16,5,0.027,1050.00,2024-11-08,Tablet,Data Analytics Online
A3040,132,4359,237.12,29,3,0.023,1872.00,2024-01-11,Mobile,Data Analytics Online
A3041,139,5326,241.70,29,5,0.036,1423.00,2024-08-11,Mobile,Analytics For Data
A3043,166,3746,213.81,16,5,0.030,1750.00,2024-11-08,Mobile,Data Analytics Online
A3044,121,5608,219.92,19,4,0.033,1209.00,2024-11-14,Tablet,Data Analytics Training
A3045,173,4582,204.99,17,5,0.029,1703.00,2024-11-21,Desktop,Data Analytics Training
A3046,132,4438,232.68,24,7,0.053,1959.00,2024-11-09,Desktop,Analytics For Data
A3047,136,5011,236.62,25,5,0.037,1582.00,2024-11-03,Mobile,Data Analytics Course
A3048,174,5864,190.45,26,5,0.029,1508.00,2024-11-27,Mobile,Data Analytics Training
A3049,168,5114,186.75,10,3,0.018,1530.00,2024-11-18,Desktop,Data Analytics Online
A3050,117,5658,191.48,13,3,0.026,1779.00,2024-11-25,Mobile,Learn Data Analytics
A3051,187,4876,192.20,16,5,0.027,1396.00,2024-11-09,Tablet,Analytics For Data
A3054,112,5143,242.96,18,3,0.027,1029.00,2024-07-11,Mobile,Data Analytics Training
A3057,167,3366,213.02,28,4,0.024,1159.00,2024-11-14,Mobile,Data Analytics Course
A3058,165,5228,199.73,27,3,0.018,1829.00,2024-05-11,Mobile,Analytics For Data
A3059,108,4266,220.02,24,5,0.046,1282.00,2024-11-23,Mobile,Data Analytics Training
A3060,182,5102,226.22,16,10,0.055,1600.00,2024-11-07,Mobile,Data Analytics Course
A3061,91,3787,226.17,26,8,0.088,1493.00,2024-10-11,Tablet,Data Analytics Course
A3062,194,4598,233.86,25,4,0.021,1565.00,2024-05-11,Tablet,Data Analytics Online
A3063,189,5404,218.41,17,10,0.053,1418.00,2024-11-24,Mobile,Learn Data Analytics
A3064,85,4432,214.79,22,7,0.082,1262.00,2024-11-23,Tablet,Data Analytics Online
A3065,162,4016,224.48,28,10,0.062,1060.00,2024-11-19,Mobile,Data Analytics Training
A3067,88,5093,222.28,13,9,0.102,1185.00,2024-09-11,Desktop,Data Analytics Online
A3068,121,5092,219.15,21,6,0.050,1864.00,2024-11-04,Desktop,Analytics For Data
A3069,81,3015,218.69,10,7,0.086,1550.00,2024-11-27,Desktop,Learn Data Analytics
A3070,125,3745,206.93,24,3,0.024,1619.00,2024-11-08,Tablet,Data Analytics Course
A3071,188,5046,202.52,18,10,0.053,1625.00,2024-11-05,Tablet,Data Analytics Online
A3072,99,4032,186.45,19,5,0.051,1074.00,2024-11-03,Desktop,Data Analytics Course
A3074,105,4968,188.38,14,5,0.048,1135.00,2024-11-21,Tablet,Learn Data Analytics
A3075,173,5872,190.30,24,5,0.029,1953.00,2024-11-26,Tablet,Data Analytics Online
A3077,143,3109,246.92,22,5,0.035,1589.00,2024-11-13,Tablet,Learn Data Analytics
A3079,154,5633,245.95,29,7,0.045,1604.00,2024-11-03,Tablet,Learn Data Analytics
A3080,85,5402,191.95,18,7,0.082,1002.00,2024-11-26,Desktop,Data Analytics Training
A3081,167,4059,209.18,17,4,0.024,1742.00,2024-11-16,Tablet,Learn Data Analytics
A3082,139,3172,227.83,20,10,0.072,1130.00,2024-11-28,Tablet,Analytics For Data
A3083,193,5716,224.53,19,9,0.047,1167.00,2024-11-13,Desktop,Data Analytics Online
A3084,127,4816,245.25,23,3,0.024,1985.00,2024-07-11,Tablet,Learn Data Analytics
A3086,174,4469,215.98,14,8,0.046,1619.00,2024-11-07,Desktop,Data Analytics Online
A3087,127,3454,209.19,19,10,0.079,1937.00,2024-11-05,Desktop,Data Analytics Training
A3088,151,3702,245.02,22,9,0.060,1983.00,2024-04-11,Tablet,Learn Data Analytics
A3089,113,4258,232.25,16,10,0.088,1374.00,2024-11-24,Mobile,Data Analytics Online
A3090,159,4047,205.62,24,3,0.019,1177.00,2024-09-11,Tablet,Analytics For Data
A3091,197,3319,215.83,26,10,0.051,1342.00,2024-11-18,Desktop,Analytics For Data
A3092,106,5661,181.96,17,3,0.028,1250.00,2024-11-11,Desktop,Data Analytics Online
A3093,143,4914,222.69,12,7,0.049,1280.00,2024-12-11,Desktop,Analytics For Data
A3094,111,5382,219.59,29,5,0.045,1464.00,2024-11-25,Desktop,Analytics For Data
A3096,98,3967,214.51,12,5,0.051,1180.00,2024-11-08,Desktop,Analytics For Data
A3098,168,3219,193.16,12,7,0.042,1395.00,2024-11-23,Mobile,Data Analytics Online
A3101,173,5270,233.33,11,7,0.040,1783.00,2024-11-16,Desktop,Analytics For Data
A3102,184,3239,221.33,25,10,0.054,1557.00,2024-11-04,Desktop,Data Analytics Online
A3103,174,4054,201.25,15,7,0.040,1514.00,2024-11-23,Mobile,Learn Data Analytics
A3104,196,5448,232.55,30,8,0.041,1694.00,2024-11-14,Desktop,Learn Data Analytics
A3106,97,3937,197.37,14,10,0.103,1160.00,2024-11-22,Tablet,Learn Data Analytics
A3107,128,4175,200.11,12,10,0.078,1599.00,2024-11-20,Desktop,Data Analytics Online
A3108,143,5780,237.51,24,4,0.028,1440.00,2024-11-15,Mobile,Data Analytics Online
A3111,189,3226,236.68,14,6,0.032,1364.00,2024-11-06,Tablet,Analytics For Data
A3112,165,4978,180.25,12,4,0.024,1123.00,2024-11-14,Tablet,Data Analytics Online
A3113,172,5041,189.31,22,10,0.058,1645.00,2024-11-07,Mobile,Data Analytics Training
A3114,183,4124,186.66,24,6,0.033,1183.00,2024-11-28,Tablet,Data Analytics Course
A3115,196,3143,238.22,28,7,0.036,1234.00,2024-11-08,Mobile,Data Analytics Online
A3116,98,4505,209.36,27,5,0.051,1186.00,2024-11-29,Tablet,Learn Data Analytics
A3117,158,3736,226.99,11,8,0.051,1606.00,2024-11-29,Tablet,Data Analytics Training
A3118,104,5949,216.60,28,4,0.038,1102.00,2024-10-11,Mobile,Analytics For Data
A3119,84,4625,226.02,13,5,0.060,1969.00,2024-11-14,Desktop,Data Analytics Online
A3120,128,5022,188.96,26,6,0.047,1108.00,2024-11-02,Mobile,Data Analytics Training
A3122,107,5491,217.98,17,10,0.093,1480.00,2024-11-11,Mobile,Data Analytics Online
A3123,86,4078,208.92,26,3,0.035,1698.00,2024-11-06,Mobile,Data Analytics Course
A3125,88,3708,225.76,10,5,0.057,1667.00,2024-12-11,Tablet,Data Analytics Training
A3126,141,5314,184.34,29,10,0.071,1271.00,2024-11-19,Mobile,Data Analytics Online
A3127,193,3566,212.73,19,7,0.036,1311.00,2024-11-04,Desktop,Data Analytics Online
A3128,185,4839,193.99,26,6,0.032,1492.00,2024-04-11,Desktop,Data Analytics Training
A3130,147,4371,243.04,26,9,0.061,1776.00,2024-11-18,Desktop,Data Analytics Online
A3131,197,5697,243.72,13,3,0.015,1154.00,2024-06-11,Mobile,Learn Data Analytics
A3132,81,3096,228.47,22,3,0.037,1386.00,2024-11-22,Tablet,Analytics For Data
A3133,198,4163,218.64,11,6,0.030,1904.00,2024-11-30,Tablet,Learn Data Analytics
A3134,155,5150,224.60,24,7,0.045,1146.00,2024-11-04,Tablet,Data Analytics Course
A3135,181,3948,223.51,17,4,0.022,1075.00,2024-10-11,Mobile,Analytics For Data
A3136,108,3126,248.94,12,3,0.028,1942.00,2024-11-16,Tablet,Analytics For Data
A3137,114,5551,195.44,30,5,0.044,1255.00,2024-11-15,Tablet,Analytics For Data
A3138,146,5712,221.73,26,5,0.034,1201.00,2024-11-12,Mobile,Analytics For Data
A3139,89,4175,194.22,11,3,0.034,1370.00,2024-11-22,Desktop,Data Analytics Training
A3141,98,5728,230.52,14,10,0.102,1322.00,2024-07-11,Mobile,Data Analytics Training
A3142,87,3161,244.49,24,8,0.092,1161.00,2024-11-06,Tablet,Data Analytics Online
A3143,146,4773,248.27,30,6,0.041,1304.00,2024-11-01,Tablet,Data Analytics Online
A3145,122,5600,223.06,12,3,0.025,1061.00,2024-11-18,Tablet,Learn Data Analytics
A3146,153,4218,228.36,16,7,0.046,1178.00,2024-03-11,Mobile,Data Analytics Online
A3147,108,3358,184.10,28,4,0.037,1888.00,2024-11-16,Desktop,Analytics For Data
A3148,147,3021,200.17,20,4,0.027,1718.00,2024-11-18,Mobile,Analytics For Data
A3149,121,4477,224.77,28,10,0.083,1604.00,2024-11-17,Tablet,Data Analytics Online
A3150,112,4073,180.24,30,4,0.036,1628.00,2024-11-12,Tablet,Data Analytics Training
A3151,127,5172,204.19,10,4,0.031,1183.00,2024-11-20,Mobile,Data Analytics Online
A3152,192,5896,201.18,30,9,0.047,1589.00,2024-11-30,Desktop,Data Analytics Course
A3153,174,3427,223.77,20,7,0.040,1293.00,2024-11-15,Desktop,Analytics For Data
A3154,166,4176,243.10,16,9,0.054,1147.00,2024-11-24,Desktop,Learn Data Analytics
A3155,98,5835,232.82,19,6,0.061,1989.00,2024-11-02,Mobile,Data Analytics Online
A3156,191,5438,244.10,19,5,0.026,1203.00,2024-11-08,Tablet,Learn Data Analytics
A3157,89,4936,199.91,16,4,0.045,1543.00,2024-11-14,Desktop,Data Analytics Course
A3159,91,5509,186.22,29,5,0.055,1928.00,2024-11-02,Mobile,Learn Data Analytics
A3160,114,5748,184.76,16,8,0.070,1490.00,2024-11-21,Desktop,Data Analytics Online
A3161,80,5155,217.30,28,5,0.063,1316.00,2024-12-11,Tablet,Data Analytics Course
A3162,127,4537,247.11,17,7,0.055,1451.00,2024-11-18,Tablet,Analytics For Data
A3163,84,5468,227.36,13,4,0.048,1228.00,2024-11-26,Tablet,Data Analytics Course
A3164,182,4390,239.33,11,7,0.038,1799.00,2024-11-27,Tablet,Data Analytics Training
A3165,105,5883,180.07,20,4,0.038,1586.00,2024-11-05,Mobile,Data Analytics Course
A3166,162,3120,245.58,30,6,0.037,1952.00,2024-06-11,Mobile,Data Analytics Training
